SMILES,metabolite,predict_site
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,CN1CCc2cccc3c2[C@H]1Cc1ccc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1-3|Oc1ccc2c(c1O)-c1cccc3c1[C@@H](C2)NCC3|CN1CCc2cccc3c2[C@H]1CC1=C3C(=O)C(=O)C=C1|CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1-3|COc1c(O)ccc2c1-c1cccc3c1[C@@H](C2)N(C)CC3|COc1ccc2c(c1O)-c1cccc3c1[C@@H](C2)N(C)CC3,CN1CCC2=CC=CC3=C2[C@H]1CC1=CC=C(O)C([OH:1])=C31|CN1CCC2=CC=CC3=C2[C@H]1CC1=CC=C([OH:1])C(O)=C31|CN1CCC2=CC=CC3=C2[C@H]1CC1=CC=C(O)C([OH:1])=C31|CN1CCC2=CC=CC3=C2[C@H]1CC1=CC=C([OH:1])C(O)=C31|CN1CCC2=CC=CC3=C2[C@H]1CC1=CC=C([OH:1])C(O)=C31|CN1CCC2=CC=CC3=C2[C@H]1CC1=CC=C(O)C([OH:1])=C31|C[N:1]1CCC2=CC=CC3=C2[C@H]1CC1=CC=C(O)C(O)=C31|C[N:1]1CCC2=CC=CC3=C2[C@H]1CC1=CC=C(O)C(O)=C31|C1CN(C)[C@@H]2CC3=C(C([OH:1])=C(O)C=C3)C3=C2C1=CC=C3|OC1=C([OH:1])C2=C(C=C1)C[C@@H]1C3=C(C=CC=C23)CCN1C|CN1C[CH2:1]C2=CC=CC3=C2[C@H]1CC1=CC=C(O)C(O)=C31|CN1CCC2=CC=CC3=C2[C@H]1CC1=CC=C([OH:1])C(O)=C31|[OH:1]C1=C(O)C2=C(C=C1)C[C@@H]1C3=C(C=CC=C23)CCN1C|CN1CCC2=CC=[CH:1]C3=C2[C@H]1CC1=CC=C(O)C(O)=C31|CN1CCC2=C[CH:1]=CC3=C2[C@H]1CC1=CC=C(O)C(O)=C31|CN1CCC2=CC=CC3=C2[C@H]1CC1=C[CH:1]=C(O)C(O)=C31|C1CN(C)[C@@H]2CC3=C(C([OH:1])=C(O)C=C3)C3=C2C1=CC=C3|C1CN([CH3:1])[C@@H]2CC3=CC=C(O)C(O)=C3C3=C2C1=CC=C3
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21,CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccc(O)cc34)C21|CN1c2ccccc2C(=O)N2CC(O)c3c([nH]c4ccccc34)C21,CN1C2=CC=CC=C2C(=O)N2CCC3=C(NC4=C[CH:1]=CC=C34)C12|CN1C2=CC=CC=C2C(=O)N2CCC3=C(NC4=[CH:1]C=CC=C34)C12|CN1C2=CC=[CH:1]C=C2C(=O)N2CCC3=C(NC4=CC=CC=C34)C12|CN1C2=CC=CC=C2C(=O)N2CCC3=C(NC4=CC=[CH:1]C=C34)C12|CN1C2=[CH:1]C=CC=C2C(=O)N2CCC3=C(NC4=CC=CC=C34)C12|CN1C2=C[CH:1]=CC=C2C(=O)N2CCC3=C(NC4=CC=CC=C34)C12|[CH:1]1=[CH:2]C2=C(C=C1)C(=O)N1C(C3=C(C4=CC=CC=C4N3)CC1)N2C|O=C1C2=C(C=CC=C2)N(C)[CH:1]2C3=C(C4=CC=CC=C4N3)CCN12|C12=CC=CC=C1N(C)C1C3=C(C4=C(N3)C=C[CH:1]=[CH:2]4)CCN1C2=O|C12=CC=CC=C1N(C)C1C3=C(C4=C(N3)C=CC=C4)CCN1[C:1]2=O|CN1C2=CC=CC=C2C(=O)N2CCC3=C(NC4=CC=C[CH:1]=C34)C12|C12=CC=CC=C1N(C)C1C3=C(C4=C(N3)[CH:1]=[CH:2]C=C4)CCN1C2=O|CN1C2=CC=CC=C2C(=O)N2C[CH2:1]C3=C(NC4=CC=CC=C34)C12|C1=CC2=C([CH:1]=[CH:2]1)C(=O)N1C(C3=C(C4=CC=CC=C4N3)CC1)N2C
CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,CNC(=O)c1ccccc1Sc1ccc2c(C3OC3c3ccccn3)n[nH]c2c1|CNC(=O)c1ccccc1S(=O)c1ccc2c(/C=C/c3ccccn3)n[nH]c2c1|CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3cccc[n+]3[O-])n[nH]c2c1|O=C(NCO)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,CNC(=O)C1=CC=CC=C1[S:1]C1=CC=C2C(/C=C/C3=CC=CC=N3)=NNC2=C1|CNC(=O)C1=CC=CC=C1[S:1]C1=CC=C2C(/C=C/C3=CC=CC=N3)=NNC2=C1|CNC(=O)C1=CC=CC=C1[S:1]C1=CC=C2C(/C=C/C3=CC=CC=N3)=NNC2=C1|CNC(=O)C1=CC=CC=C1SC1=CC=C2C(/C=C/C3=CC=[CH:1]C=N3)=NNC2=C1|[CH3:1]NC(=O)C1=CC=CC=C1SC1=CC=C2C(/C=C/C3=CC=CC=N3)=NNC2=C1|CN[C:1](=O)C1=CC=CC=C1SC1=CC=C2C(/C=C/C3=CC=CC=N3)=NNC2=C1|C1=CC(C(=O)NC)=C(SC2=CC3=C(C(/C=C/C4=CC=CC=N4)=NN3)C=C2)[CH:1]=C1|CNC(=O)C1=CC=CC=C1SC1=CC=C2C(/C=C/C3=CC=CC=[N:1]3)=NNC2=C1|CNC(=O)C1=CC=CC=C1SC1=CC=C2C(/C=C/C3=CC=CC=[N:1]3)=NNC2=C1|C1=CC=C[C:1](SC2=CC=C3C(=C2)NN=C3/C=C/C2=NC=CC=C2)=C1C(=O)NC|CNC(=O)C1=CC=[CH:1]C=C1SC1=CC=C2C(/C=C/C3=CC=CC=N3)=NNC2=C1|C1=CC=CC(SC2=CC=C3C(=C2)NN=C3/C=C/C2=NC=CC=[CH:1]2)=C1C(=O)NC|CNC(=O)C1=C[CH:1]=CC=C1SC1=CC=C2C(/C=C/C3=CC=CC=N3)=NNC2=C1|C[NH:1]C(=O)C1=CC=CC=C1SC1=CC=C2C(/C=C/C3=CC=CC=N3)=NNC2=C1|C1=CC=CC(S[C:1]2=CC=C3C(=C2)NN=C3/C=C/C2=NC=CC=C2)=C1C(=O)NC|CNC(=O)C1=CC=CC=C1SC1=CC=C2C(/C=C/C3=CC=[CH:1]C=N3)=NNC2=C1|CNC(=O)C1=CC=CC=C1SC1=CC=C2C(/C=C/C3=CC=CC=N3)=NNC2=[CH:1]1
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,CNCC[C@@H](Oc1ccccc1CO)c1ccccc1|Cc1ccccc1O[C@H](CCN)c1ccccc1|CNCC[C@@H](Oc1ccc(O)cc1C)c1ccccc1,CNCC[C@@H](OC1=CC=[CH:1]C=C1C)C1=CC=CC=C1|CNCC[C@@H](OC1=CC=CC=C1[CH3:1])C1=CC=CC=C1|[CH3:1]NCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1|CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=[CH:1]C=C1|C(CNC)[C@H](C1=CC=CC=C1)OC1=C(C)[CH:1]=CC=C1|C[NH:1]CC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1|C1=C([C@H](OC2=CC=CC=C2C)CC[NH:1]C)C=CC=C1|CNCC[C@@H](OC1=C[CH:1]=CC=C1C)C1=CC=CC=C1|CNCC[C@@H](OC1=CC=[CH:1]C=C1C)C1=CC=CC=C1|CC1=CC=CC=C1O[C@@H](C1=CC=CC=C1)CC[NH:1]C|C(CNC)[C@H](C1=CC=CC=C1)OC1=C([CH3:1])C=CC=C1|C1=C([C@H](OC2=CC=CC=C2C)CC[NH:1]C)C=CC=C1|C(CNC)[C@H](C1=CC=CC=C1)OC1=C([CH3:1])C=CC=C1|CNCC[C@@H](OC1=CC=[CH:1]C=C1C)C1=CC=CC=C1
CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,O=C(O)c1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1|NCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1|C/[N+]([O-])=C/c1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,CN[CH2:1]C1=CN(S(=O)(=O)C2=CC=CN=C2)C(C2=CC=CC=C2F)=C1|C[NH:1]CC1=CN(S(=O)(=O)C2=CC=CN=C2)C(C2=CC=CC=C2F)=C1|CN[CH2:1]C1=CN(S(=O)(=O)C2=CC=CN=C2)C(C2=CC=CC=C2F)=C1|CNCC1=CN(S(=O)(=O)C2=CC=C[N:1]=C2)C(C2=CC=CC=C2F)=C1|CNCC1=CN(S(=O)(=O)C2=CC=C[N:1]=C2)C(C2=CC=CC=C2F)=C1|C[NH:1]CC1=CN(S(=O)(=O)C2=CC=CN=C2)C(C2=CC=CC=C2F)=C1|[CH3:1]NCC1=CN(S(=O)(=O)C2=CC=CN=C2)C(C2=CC=CC=C2F)=C1|C[NH:1]CC1=CN(S(=O)(=O)C2=CC=CN=C2)C(C2=CC=CC=C2F)=C1|CNCC1=CN(S(=O)(=O)C2=CC=CN=C2)C(C2=CC=[CH:1]C=C2F)=C1|CN[CH2:1]C1=CN(S(=O)(=O)C2=CC=CN=C2)C(C2=CC=CC=C2F)=C1|C[NH:1]CC1=CN(S(=O)(=O)C2=CC=CN=C2)C(C2=CC=CC=C2F)=C1|C[NH:1]CC1=CN(S(=O)(=O)C2=CC=CN=C2)C(C2=CC=CC=C2F)=C1|CNCC1=CN(S(=O)(=O)C2=CC=CN=C2)C(C2=C[CH:1]=CC=C2F)=C1|CNCC1=CN(S(=O)(=O)C2=CC=[CH:1]N=C2)C(C2=CC=CC=C2F)=C1|C(C1=CN(S(=O)(=O)C2=CC=[CH:1]N=C2)C(C2=C(F)C=CC=C2)=C1)NC
CN[C@@H](C)[C@@H](O)c1ccccc1,C[C@H](N)[C@@H](O)c1ccccc1,CN[C@@H](C)[C@@H]([OH:1])C1=CC=CC=C1|C1=C([C@@H]([C@H](C)NC)[OH:1])C=CC=C1|C1=C([C@@H]([C@H](C)NC)[OH:1])C=CC=C1|CN[C@@H](C)[C@@H](O)C1=CC=[CH:1]C=C1|CN[C@@H](C)[C@@H](O)C1=CC=[CH:1]C=C1|CN[C@@H](C)[C@@H]([OH:1])C1=CC=CC=C1|C1=C([C@@H]([C@H](C)NC)[OH:1])C=CC=C1|[C@H](C1=CC=CC=C1)([C@H](C)[NH:1]C)O|C1=C([C@@H]([C@H](C)NC)[OH:1])C=CC=C1|[OH:1][C@H]([C@H](C)NC)C1=CC=CC=C1|[C@H](C1=CC=CC=C1)([C@H](C)[NH:1]C)O|[CH:1]1=CC=C([C@H](O)[C@H](C)NC)C=C1
CN[C@@H](C)[C@H](O)c1ccccc1,C[C@H](O)[C@H](O)c1ccccc1|C[C@@H](N)[C@@H](O)c1ccccc1,C1=C([C@H]([C@H](C)NC)[OH:1])C=CC=C1|CN[C@@H](C)[C@H]([OH:1])C1=CC=CC=C1|C1=C([C@H]([C@H](C)NC)[OH:1])C=CC=C1|CN[C@@H](C)[C@H](O)C1=CC=[CH:1]C=C1|CN[C@@H](C)[C@H](O)C1=CC=[CH:1]C=C1|C1=C([C@H]([C@H](C)NC)[OH:1])C=CC=C1|C1=C([C@H]([C@H](C)NC)[OH:1])C=CC=C1|[C@@H](C1=CC=CC=C1)([C@H](C)[NH:1]C)O|CN[C@@H](C)[C@H]([OH:1])C1=CC=CC=C1|[C@@H](C1=CC=CC=C1)([C@H](C)[NH:1]C)O|[OH:1][C@@H]([C@H](C)NC)C1=CC=CC=C1|CN[C@@H](C)[C@H]([OH:1])C1=CC=CC=C1|CN[C@@H](C)[C@H]([OH:1])C1=CC=CC=C1|CN[C@@H](C)[C@H](O)C1=CC=[CH:1]C=C1
COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)CO,COC1=C(C2=CC=C3C=C(NS(C)(=O)=O)C=CC3=C2)C=C(N2C=CC(=O)NC2=O)C=C1C(C)(C)[CH3:1]|COC1=C(C2=CC=C3C=C(NS(C)(=O)=O)C=CC3=C2)C=C(N2[CH:1]=[CH:2]C(=O)NC2=O)C=C1C(C)(C)C|COC1=C(C2=CC=C3C=C(NS(C)(=O)=O)C=CC3=C2)C=C(N2[CH:1]=CC(=O)NC2=O)C=C1C(C)(C)C|C1(C2=C(OC)C(C(C)(C)C)=CC(N3C(=O)NC(=O)C=C3)=C2)=CC=C2C=C(NS(=O)(C)=O)C=[CH:1]C2=C1|C1(C2=C(OC)C(C(C)(C)C)=CC(N3C(=O)NC(=O)[CH:1]=C3)=C2)=CC=C2C=C(NS(=O)(C)=O)C=CC2=C1|CC(C)(C1=CC(N2C=CC(=O)NC2=[O:1])=CC(C2=CC3=C(C=C2)C=C(NS(=O)(C)=O)C=C3)=C1OC)C|COC1=C(C2=CC=C3[CH:1]=[C:2](NS(C)(=O)=O)C=CC3=C2)C=C(N2C=CC(=O)NC2=O)C=C1C(C)(C)C|COC1=C(C2=CC=C3C=[C:1](NS(C)(=O)=O)C=CC3=C2)C=C(N2C=CC(=O)NC2=O)C=C1C(C)(C)C|COC1=C(C2=CC=C3C=C(NS(C)(=O)=O)C=CC3=C2)C=C(N2[CH:1]=CC(=O)NC2=O)C=C1C(C)(C)C|C1=CC(=O)NC(=O)N1C1=CC(C2=CC3=C(C=C2)C=C(NS(=O)(=O)C)C=C3)=C(OC)C(C(C)(C)C)=[CH:1]1|COC1=C(C2=CC=C3C=C(NS(C)(=O)=O)C=CC3=C2)C=C(N2C=[CH:1]C(=O)NC2=O)C=C1C(C)(C)C|COC1=C(C2=CC=C3C=C(NS(C)(=O)=O)C=CC3=[CH:1]2)C=C(N2C=CC(=O)NC2=O)C=C1C(C)(C)C
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,COc1cc(Cc2c[n+]([O-])c(N)nc2N)cc(OC)c1OC|COc1cc(Cc2cnc(N)nc2N)cc(OC)c1O|COc1cc(Cc2cnc(N)[n+]([O-])c2N)cc(OC)c1OC|COc1cc(C(O)c2cnc(N)nc2N)cc(OC)c1OC|COc1cc(Cc2cnc(N)nc2N)cc(O)c1OC,COC1=CC(CC2=C[N:1]=C(N)N=C2N)=CC(OC)=C1OC|COC1=CC(CC2=C[N:1]=C(N)N=C2N)=CC(OC)=C1OC|COC1=CC(CC2=CN=C(N)[N:1]=C2N)=CC(OC)=C1OC|COC1=CC(CC2=CN=C(N)[N:1]=C2N)=CC(OC)=C1OC|COC1=CC(CC2=[CH:1]N=C(N)N=C2N)=CC(OC)=C1OC|COC1=CC(CC2=[CH:1]N=C(N)N=C2N)=CC(OC)=C1OC|COC1=CC([CH2:1]C2=CN=C(N)N=C2N)=CC(OC)=C1OC|COC1=CC(CC2=[CH:1]N=C(N)N=C2N)=CC(OC)=C1OC|COC1=CC(CC2=CN=[C:1](N)N=C2N)=CC(OC)=C1OC|COC1=CC(CC2=CN=C(N)N=C2N)=[CH:1]C(OC)=C1OC|COC1=CC(CC2=CN=C(N)N=[C:1]2N)=CC(OC)=C1OC|C(C1=C([NH2:1])N=C(N)N=C1)C1=CC(OC)=C(OC)C(OC)=C1|COC1=CC(CC2=CN=C([NH2:1])N=C2N)=CC(OC)=C1OC|C(C1=C(N)N=C(N)N=[CH:1]1)C1=CC(OC)=C(OC)C(OC)=C1|NC1=C(CC2=CC(OC)=C(OC)C(OC)=C2)[CH:1]=NC(N)=N1|C1=C(OC)C(OC)=C(OC)C=C1CC1=CN=C([NH2:1])N=C1N|[C:1]1(N)=NC(N)=NC=C1CC1=CC(OC)=C(OC)C(OC)=C1|COC1=CC(CC2=CN=C(N)N=[C:1]2N)=CC(OC)=C1OC|C(C1=C(N)N=C(N)[N:1]=C1)C1=CC(OC)=C(OC)C(OC)=C1|C(C1=C(N)N=C(N)[N:1]=C1)C1=CC(OC)=C(OC)C(OC)=C1|C1=C(OC)C(OC)=C(OC)C=C1CC1=C(N)N=C(N)[N:1]=C1|C1=C(OC)C(OC)=C(OC)C=C1CC1=C(N)N=C(N)[N:1]=C1
COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,COc1cc2c(cc1C(N)=O)c(Oc1ccc(NC(=O)NC3CC3)c(Cl)c1)cc[n+]2[O-]|NC(=O)c1cc2c(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)ccnc2cc1O,COC1=CC2=NC=CC(OC3=CC=C(N[C:1](=O)NC4CC4)C(Cl)=C3)=C2C=C1C(N)=O|COC1=CC2=[N:1]C=CC(OC3=CC=C(NC(=O)NC4CC4)C(Cl)=C3)=C2C=C1C(N)=O|COC1=CC2=[N:1]C=CC(OC3=CC=C(NC(=O)NC4CC4)C(Cl)=C3)=C2C=C1C(N)=O|COC1=CC2=NC=CC(OC3=CC=C(NC(=O)N[CH:1]4CC4)C(Cl)=C3)=C2C=C1C(N)=O|COC1=CC2=NC=CC(OC3=CC=C(NC(=O)N[CH:1]4CC4)C(Cl)=C3)=C2C=C1C(N)=O|COC1=CC2=NC=CC(OC3=CC=C(NC(=O)NC4C[CH2:1]4)C(Cl)=C3)=C2C=C1C(N)=O|C1(C(N)=O)=CC2=C(N=[CH:1]C=C2OC2=CC(Cl)=C(NC(=O)NC3CC3)C=C2)C=C1OC|COC1=CC2=NC=CC(OC3=CC=C(NC(=O)NC4CC4)C(Cl)=[CH:1]3)=C2C=C1C(N)=O|COC1=CC2=NC=CC(OC3=CC=C(N[C:1](=O)NC4CC4)C(Cl)=C3)=C2C=C1C(N)=O|C1([C:1](N)=O)=CC2=C(N=CC=C2OC2=CC(Cl)=C(NC(=O)NC3CC3)C=C2)C=C1OC|C1(C(N)=O)=CC2=C(N=CC=C2OC2=CC(Cl)=C(NC(=O)NC3CC3)[CH:1]=C2)C=C1OC|COC1=CC2=NC=C[C:1](OC3=CC=C(NC(=O)NC4CC4)C(Cl)=C3)=C2C=C1C(N)=O|COC1=CC2=NC=[CH:1]C(OC3=CC=C(NC(=O)NC4CC4)C(Cl)=C3)=C2C=C1C(N)=O|COC1=CC2=N[CH:1]=CC(OC3=CC=C(NC(=O)NC4CC4)C(Cl)=C3)=C2C=C1C(N)=O|COC1=[CH:1]C2=NC=CC(OC3=CC=C(NC(=O)NC4CC4)C(Cl)=C3)=C2C=C1C(N)=O|COC1=CC2=NC=CC(OC3=CC=C(NC(=O)NC4CC4)C(Cl)=C3)=C2[CH:1]=C1C(N)=O|C1(C(N)=O)=CC2=C(N=CC=C2OC2=CC(Cl)=C(NC(=O)NC3CC3)C=[CH:1]2)C=C1OC|C1(C(N)=O)=CC2=C(N=CC=C2OC2=CC(Cl)=C(NC(=O)[NH:1]C3CC3)C=C2)C=C1OC
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(OS(=O)(=O)O)c(NC=O)c2)cc1|CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(NC=O)c1|COc1ccc(CC(C)NCC(O)c2ccc(O)c(N)c2)cc1|COc1ccc(CC(C)NCC(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2ccc(O)c(NC=O)c2)cc1|COc1ccc(CC(C)NCC(O)c2ccc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(NC=O)c2)cc1,COC1=CC=C(CC(C)NCC(O)C2=CC=C([OH:1])C(NC=O)=C2)C=C1|COC1=CC=C(CC(C)N[CH2:1]C(O)C2=CC=C(O)C(NC=O)=C2)C=C1|COC1=CC=C(CC(C)NCC([OH:1])C2=CC=C(O)C(NC=O)=C2)C=C1|COC1=CC=C(CC(C)NCC(O)C2=CC=C(O)C(NC=O)=C2)C=[CH:1]1|COC1=CC=C(CC(C)NCC(O)C2=CC=C([OH:1])C(NC=O)=C2)C=C1|COC1=CC=C(CC(C)NCC(O)C2=CC=C([OH:1])C(NC=O)=C2)C=C1|COC1=CC=C(CC(C)NCC(O)C2=C[CH:1]=C(O)C(NC=O)=C2)C=C1|O=CNC1=CC(C(O)CNC(CC2=CC=C(OC)C=C2)[CH3:1])=CC=C1O|C1(CC(NCC(O)C2=C[C:1](NC=O)=C(O)C=C2)C)=CC=C(OC)C=C1|COC1=CC=C(C[CH:1](C)NCC(O)C2=CC=C(O)C(NC=O)=C2)C=C1|O=CNC1=CC(C([OH:1])CNC(CC2=CC=C(OC)C=C2)C)=CC=C1O|C1=C(OC)C=CC(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=[CH:1]2)=C1
COc1ccc(S(=O)(=O)N2Cc3[nH]c4ccccc4c3CC2C(N)=O)cc1,NC(=O)C1Cc2c([nH]c3ccccc23)CN1S(=O)(=O)c1ccc(O)cc1|COc1ccc(S(=O)(=O)N2Cc3[nH]c4ccccc4c3CC2C(N)=O)cc1O|COc1ccc(S(=O)(=O)N2Cc3[nH]c4ccccc4c3C=C2C(N)=O)cc1,COC1=CC=C(S(=O)(=O)N2CC3=C(C4=C[CH:1]=CC=C4N3)CC2C(N)=O)C=C1|COC1=CC=C(S(=O)(=O)N2CC3=C(C4=CC=[CH:1]C=C4N3)CC2C(N)=O)C=C1|COC1=CC=C(S(=O)(=O)N2CC3=C(C4=CC=CC=C4N3)CC2C(N)=O)C=[CH:1]1|COC1=CC=C(S(=O)(=O)N2CC3=C(C4=CC=C[CH:1]=C4N3)CC2C(N)=O)C=C1|COC1=CC=C(S(=O)(=O)N2CC3=C(C4=CC=CC=C4N3)CC2[C:1](N)=O)C=C1|COC1=CC=C(S(=O)(=O)N2CC3=C(C4=[CH:1]C=CC=C4N3)CC2C(N)=O)C=C1|C12=C(C3=CC=CC=C3N1)CC(C(=O)N)N(S(C1=CC=C(OC)C=C1)(=O)=O)[CH2:1]2|COC1=CC=C(S(=O)(=O)N2CC3=C(C4=CC=CC=C4N3)[CH2:1]C2C(N)=O)C=C1|COC1=CC=C(S(=O)(=O)N2CC3=C(C4=CC=CC=C4N3)CC2C(N)=O)[CH:1]=C1|C12=C(NC3=C1C=CC=C3)CN(S(=O)(C1=CC=C(OC)C=C1)=O)C(C(=O)N)[CH2:1]2|C1(S(=O)(N2C(C(=O)N)CC3=C(NC4=C3C=CC=C4)[CH2:1]2)=O)=CC=C(OC)C=C1|C1(S(=O)(N2C(C(=O)N)C[C:1]3=[C:2](NC4=C3C=CC=C4)C2)=O)=CC=C(OC)C=C1
COc1ccc2ccc(=O)oc2c1CC=C(C)C,COc1ccc2c(c1CC=C(C)C)OC(O)C(CC(=O)O)=C2|CC(C)=CCc1c(O)ccc2ccc(=O)oc12|COc1ccc2ccc(=O)oc2c1C/C=C(\C)CO|C=C(C)/C=C/c1c(OC)ccc2ccc(=O)oc12|COc1ccc2cc(O)c(=O)oc2c1CC=C(C)C,COC1=CC=C2C=CC(=O)OC2=C1CC=C(C)[CH3:1]|COC1=CC=C2C=CC(=O)OC2=C1CC=C(C)[CH3:1]|COC1=CC=C2[CH:1]=CC(=O)OC2=C1CC=C(C)C|C1(C[CH:1]=[C:2](C)C)=C2C(=CC=C1OC)C=CC(=O)O2|COC1=CC=C2C=[CH:1]C(=O)OC2=C1CC=C(C)C|COC1=CC=C2C=C[C:1](=O)OC2=C1CC=C(C)C|COC1=C[CH:1]=C2C=CC(=O)OC2=C1CC=C(C)C|C(C1=C(OC)[CH:1]=CC2=C1OC(=O)C=C2)C=C(C)C|COC1=CC=C2C=CC(=O)OC2=C1C[CH:1]=C(C)C|C1(CC=C(C)C)=C2C(=CC=C1OC)[CH:1]=[CH:2]C(=O)O2|COC1=CC=C2C=CC(=O)OC2=C1CC=C(C)[CH3:1]|COC1=CC=C2C=[CH:1]C(=O)OC2=C1CC=C(C)C|C1([CH2:1]C=C(C)C)=C2C(=CC=C1OC)C=CC(=O)O2|COC1=CC=C2C=CC(=O)OC2=C1C[CH:1]=C(C)C
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)CO)cc2)nc(-c2ncccn2)nc1OCCO|CC(C)(C)c1ccc(S(=O)(=O)Nc2nc(-c3ncccn3)nc(OCCO)c2Oc2ccccc2O)cc1,COC1=CC=CC=C1OC1=C(OCCO)N=C(C2=NC=CC=N2)N=C1NS(=O)(=O)C1=CC=C(C(C)(C)[CH3:1])C=C1|COC1=CC=CC=C1OC1=C(OCCO)N=C(C2=NC=CC=N2)N=C1N[S:1](C1=CC=C(C(C)(C)C)C=C1)(=O)=O|COC1=C[CH:1]=CC=C1OC1=C(OCCO)N=C(C2=NC=CC=N2)N=C1NS(=O)(=O)C1=CC=C(C(C)(C)C)C=C1|COC1=CC=CC=C1OC1=C(OC[CH2:1]O)N=C(C2=NC=CC=N2)N=C1NS(=O)(=O)C1=CC=C(C(C)(C)C)C=C1|COC1=CC=CC=C1OC1=C(OCCO)N=C(C2=NC=C[CH:1]=N2)N=C1NS(=O)(=O)C1=CC=C(C(C)(C)C)C=C1|C1=CC=CC(OC2=C(OCCO)N=C(C3=NC=CC=N3)N=[C:1]2NS(=O)(=O)C2=CC=C(C(C)(C)C)C=C2)=C1OC|COC1=[CH:1]C=CC=C1OC1=C(OCCO)N=C(C2=NC=CC=N2)N=C1NS(=O)(=O)C1=CC=C(C(C)(C)C)C=C1|COC1=CC=[CH:1]C=C1OC1=C(OCCO)N=C(C2=NC=CC=N2)N=C1NS(=O)(=O)C1=CC=C(C(C)(C)C)C=C1|[N:1]1=C(C2=NC(NS(C3=CC=C(C(C)(C)C)C=C3)(=O)=O)=C(OC3=CC=CC=C3OC)C(OCCO)=N2)N=CC=C1|[N:1]1=C(C2=NC(NS(C3=CC=C(C(C)(C)C)C=C3)(=O)=O)=C(OC3=CC=CC=C3OC)C(OCCO)=N2)N=CC=C1|C1([C:1](C)(C)[CH3:2])=CC=C(S(=O)(=O)NC2=NC(C3=NC=CC=N3)=NC(OCCO)=C2OC2=C(OC)C=CC=C2)C=C1
